"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This testcases test that a user can complete a job for a process having interlocks with single select dropdown property and task completed trigger","21840","Test user can complete a job for a process with interlocks having single select dropdown property and task completed trigger","tests.scenarios.job","Fri Dec 13 20:38:29 IST 2024","passed","Fri Dec 13 20:38:50 IST 2024","TestInterlocksExecution","test_interlocks_execution","",""
"This test case tests bulk assigning multiple tasks to multiple user without notifying","12020","Test to bulk assigns multiple tasks to multiple users without notifying","tests.scenarios.job","Fri Dec 13 20:21:59 IST 2024","passed","Fri Dec 13 20:22:11 IST 2024","TestCreateJobs","test_create_jobs","",""
"This testcase tests that user who didn't start the task with solo task lock cannot pause the task","12199","Test to validate that user who didn't start the task with solo task lock cannot pause the task","tests.scenarios.job","Fri Dec 13 22:02:44 IST 2024","passed","Fri Dec 13 22:02:56 IST 2024","TestSoloTaskLockExecution","test_solo_task_lock_execution","",""
"This test is to validate the audit logs for starting a job","1243","Test to validate audit logs for starting a job","tests.scenarios.job_audits","Fri Dec 13 23:05:15 IST 2024","failed","Fri Dec 13 23:05:17 IST 2024","TestJobActionAuditLogs","test_job_action_audit_logs","",""
"This testcase tests if Set relation task actions with multi resource added on task gets triggered at start of the task during job execution","24017","Test to verify that the Set relation Task Actions with multi resource works as expected during execution","tests.scenarios.job","Fri Dec 13 22:37:48 IST 2024","failed","Fri Dec 13 22:38:12 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This testcase tests that if the Create Object Task Actions gets triggered with all optional parameter mapping during job execution","27624","Test to verify that the Create Object Task Actions works as expected at with all optional parameter mapping during execution","tests.scenarios.job","Fri Dec 13 22:49:06 IST 2024","passed","Fri Dec 13 22:49:34 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This testcase tests if increase property task actions with multi resource parameter added on task gets triggered at completion of the task during job execution","28332","Test to verify that the Increase Property Task Actions works as expected during execution","tests.scenarios.job","Fri Dec 13 22:26:55 IST 2024","passed","Fri Dec 13 22:27:24 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This test case tests adding parameters to checklist with recurrence and tolerance and publish it","0","Test to create a new process with the Parameters mapped to the task with recurrence and tolerance and publish it","tests.scenarios","Fri Dec 13 19:36:22 IST 2024","skipped","Fri Dec 13 19:36:22 IST 2024","TestRecurrence","test_recurrence_task_action","",""
"This test case is to verify that user can remove the color code of the prototype and publish it","6575","Test to verify that user can remove the color code of the prototype and publish it","tests.scenarios","Fri Dec 13 18:31:04 IST 2024","passed","Fri Dec 13 18:31:11 IST 2024","TestColorCode","test_color_code","",""
"This test is to validate that user can updated the value of cjf parameters on which branching rules are configured","16163","Test to validate that user can updated the value of cjf parameters on which branching rules are configured","tests.scenarios.job","Fri Dec 13 20:33:45 IST 2024","passed","Fri Dec 13 20:34:01 IST 2024","TestEditCjfparameterValues","test_edit_cjf_parameter_values","",""
"This testcase test adding filters in resource parameter mapped to cjf with value as existing parametermapped to cjf","14469","Test to add filters in resource parameter with value as existing parameter mapped to cjf","tests.scenarios","Fri Dec 13 19:08:03 IST 2024","passed","Fri Dec 13 19:08:17 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case verifies that User should be create solo task lock on task and publish it with task action scheduling condition at job","6722","Test to verify that User should be create solo task lock on task and publish it with task action scheduling condition at job","tests.scenarios","Fri Dec 13 19:47:25 IST 2024","passed","Fri Dec 13 19:47:32 IST 2024","TestSoloTaskLock","test_solo_task_lock","",""
"This testcase tests that user can execute the job with self verification","33596","Test to verify that user can execute job with self verification","tests.scenarios.job","Fri Dec 13 21:27:42 IST 2024","passed","Fri Dec 13 21:28:16 IST 2024","TestParameterVerification","test_parameter_verification","",""
"This test case tests editing and publishing the published prototype","14420","Test to revise a published prototype, edit it and publish it again","tests.scenarios","Fri Dec 13 19:26:54 IST 2024","passed","Fri Dec 13 19:27:08 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case validates if user can delete the task which is being referred in Task executor Lock","1604","Test to validate if user can delete the task which is being referred in Task executor Lock","tests.scenarios","Fri Dec 13 20:04:19 IST 2024","passed","Fri Dec 13 20:04:21 IST 2024","TestTaskExecutorLock","test_task_executor_lock","",""
"This test case tests to edit hidden parameters by showing the already hidden parameters and publish the prototype","2968","Test to edit hidden parameters hidden parameters and publish prototype","tests.scenarios","Fri Dec 13 19:09:44 IST 2024","passed","Fri Dec 13 19:09:47 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This testcase tests that the task action automations are not getting triggered at the start of the task when preceding task with stop action is not started","21526","Test to verify that automation actions not getting triggered for task with stop action is not started","tests.scenarios.job","Fri Dec 13 21:15:32 IST 2024","passed","Fri Dec 13 21:15:53 IST 2024","TestJobExecution","test_job_execution","",""
"This testcase tests that user can request peer verification from different user after recalling the parameter","18890","Test to verify that user can request peer verification from different user after recalling the parameter verification","tests.scenarios.job","Fri Dec 13 21:38:51 IST 2024","passed","Fri Dec 13 21:39:10 IST 2024","TestParameterVerification","test_parameter_verification","",""
"These testcase test adding Decrease property task action in task with trigger set at the start of task","15952","Test to add Decrease property task action with trigger set at the start of task","tests.scenarios","Fri Dec 13 19:18:44 IST 2024","passed","Fri Dec 13 19:19:00 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test is to verify the error message when user tries to execute a task with a task dependency","9833","Test to validate the error message when user tries to execute a task with a task dependency","tests.scenarios.job","Fri Dec 13 20:24:07 IST 2024","passed","Fri Dec 13 20:24:17 IST 2024","TestDependencyExecution","test_dependency_execution","",""
"This testcase tests that if the Create Object Task Actions gets triggered with all parameter mapping at the completion start of the during job execution","27375","Test to verify that the Create Object Task Actions works as expected at with all parameter mapping during execution","tests.scenarios.job","Fri Dec 13 22:48:10 IST 2024","passed","Fri Dec 13 22:48:37 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This test case is to validate reason and modified by when edit object in audit logs","3342","This test case is to validate reason and modified by when edit object in audit logs","tests.scenarios.ontology","Fri Dec 13 23:07:18 IST 2024","passed","Fri Dec 13 23:07:21 IST 2024","","test_object","",""
"This testcases test that a user can complete a job for a process having interlocks with number property and task start trigger","36823","Test user can complete a job for a process with interlocks having number property and task start trigger","tests.scenarios.job","Fri Dec 13 20:36:58 IST 2024","passed","Fri Dec 13 20:37:35 IST 2024","TestInterlocksExecution","test_interlocks_execution","",""
"This testcase tests that user can execute job with checklist added and solo task lock on a task in a prototype","12893","Test to verify that user can execute job with checklist added and solo task lock on a task in a prototype","tests.scenarios.job","Fri Dec 13 22:05:00 IST 2024","passed","Fri Dec 13 22:05:13 IST 2024","TestSoloTaskLockExecution","test_solo_task_lock_execution","",""
"This test is to edit the value of single resource cjf parameter to which other parameters are linked","21354","Test to edit the value of single resource cjf parameter to which other parameters are linked","tests.scenarios.job","Fri Dec 13 20:31:05 IST 2024","passed","Fri Dec 13 20:31:27 IST 2024","TestEditCjfparameterValues","test_edit_cjf_parameter_values","",""
"This test case tests validations on prototype with unmapped parameters when submitting for review","1007","Test to check validations added on prototype with unmapped parameters","tests.scenarios","Fri Dec 13 19:08:45 IST 2024","passed","Fri Dec 13 19:08:46 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"These testcase test adding Increase property task action in task using optional parameters","14523","Test to add Increase property task action with trigger set at the completion of task","tests.scenarios","Fri Dec 13 19:17:19 IST 2024","passed","Fri Dec 13 19:17:33 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This testcase tests completing job with exception when task are paused and completed with exception","0","Test to verify that user can complete the job with exception when task are paused and completed with exception ","tests.scenarios.job","Fri Dec 13 21:13:58 IST 2024","skipped","Fri Dec 13 21:13:58 IST 2024","TestJobExecution","test_job_execution","",""
"This test case validates recalled user becomes the author of the recalled prototype","9615","Test to validate recalled user becomes the author of the recalled prototype","tests.scenarios","Fri Dec 13 19:32:54 IST 2024","passed","Fri Dec 13 19:33:04 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case validates error when user tries to delete the parameter which is used in configuring interlocks","145229","Test to validate error when user tries to delete the parameter which is used in configuring interlocks","tests.scenarios","Fri Dec 13 18:38:48 IST 2024","passed","Fri Dec 13 18:41:13 IST 2024","TestDeleteParameterValidations","test_delete_parameter_validations","",""
"This testcases test that a user can complete a job for a process having interlocks with date property and task completed trigger","21762","Test user can complete a job for a process with interlocks having date property and task completed trigger","tests.scenarios.job","Fri Dec 13 20:41:28 IST 2024","passed","Fri Dec 13 20:41:50 IST 2024","TestInterlocksExecution","test_interlocks_execution","",""
"This testcase verifies that user can link single-select dropdown process parameter load options with a resource process parameter","12263","Test to verify user can link single-select dropdown process parameter load options with a resource process parameter","tests.scenarios","Fri Dec 13 19:43:47 IST 2024","passed","Fri Dec 13 19:43:59 IST 2024","TestSingleSelectDropdownOptions","test_single_select_load_options","",""
"These Testcases test that user can configure task dependency with linked parameter in global prototype","11824","Test to verify task dependency with linked parameter in global prototype","tests.scenarios","Fri Dec 13 18:46:03 IST 2024","passed","Fri Dec 13 18:46:15 IST 2024","TestDependencies","test_dependency","",""
"These testcase test adding Decrease property task action in task with trigger set at the start of task in global prototype ","16139","Test to add Decrease property task action with trigger set at the start of task in global prototype","tests.scenarios","Fri Dec 13 18:55:54 IST 2024","passed","Fri Dec 13 18:56:10 IST 2024","","test_global_prototype","",""
"This test is to validate the audit logs for multi line text parameter execution","2137","Test to validate audit logs for multi line text parameter execution","tests.scenarios.job_audits","Fri Dec 13 23:04:49 IST 2024","passed","Fri Dec 13 23:04:51 IST 2024","TestJobActionAuditLogs","test_audits_of_parameter_execution","",""
"This test is to edit the value of single resource cjf parameter to which other parameters are linked","22965","Test to edit the value of single resource cjf parameter to which other parameters are linked","tests.scenarios.job","Fri Dec 13 20:31:27 IST 2024","passed","Fri Dec 13 20:31:50 IST 2024","TestEditCjfparameterValues","test_edit_cjf_parameter_values","",""
"This test case is to verify the user can archive the property of an object type","6479","This test case is to verify the user can archive the properties of object type","tests.scenarios.ontology","Fri Dec 13 23:07:59 IST 2024","passed","Fri Dec 13 23:08:05 IST 2024","","test_object_property","",""
"This testcase tests that supervisor can complete the should be parameter deviation with stating the reason","0","Test to verify that supervisor can complete the deviation with stating the reason","tests.scenarios.job","Fri Dec 13 21:57:57 IST 2024","skipped","Fri Dec 13 21:57:57 IST 2024","TestShouldBeDeviation","test_should_be_deviation","",""
"This test case validates new parameter default location when created","1735","Test to validate new parameter default location","tests.scenarios","Fri Dec 13 19:27:59 IST 2024","passed","Fri Dec 13 19:28:00 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case tests adding all parameters to the prototype with peer verification enabled and publish it","14045","Test to add parameters with peer verification enabled","tests.scenarios","Fri Dec 13 19:06:38 IST 2024","passed","Fri Dec 13 19:06:52 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case is to verify that user can create global process with color code and share it with facility","6482","Test to verify that user can create global process with color code and share it with facility","tests.scenarios","Fri Dec 13 18:31:49 IST 2024","passed","Fri Dec 13 18:31:55 IST 2024","TestColorCode","test_color_code","",""
"This test case verifies that User should create solo task lock on task and publish it with task action recurrence added to task","6698","Test to verify that User should create solo task lock on task and publish it with task action recurrence added to task","tests.scenarios","Fri Dec 13 19:47:53 IST 2024","passed","Fri Dec 13 19:47:59 IST 2024","TestSoloTaskLock","test_solo_task_lock","",""
"This testcases tests if values for linked parameters are updated in audit logs","21520","Verify audit logs for linked parameters","tests.scenarios.job_audits","Fri Dec 13 23:01:26 IST 2024","passed","Fri Dec 13 23:01:48 IST 2024","TestAuditLogsOfLinkedParameters","test_audit_logs_of_linked_parameters","",""
"This test case tests adding interlocks for all allowed object property in task with task start trigger","14253","Test to configure interlocks for all allowed object property","tests.scenarios","Fri Dec 13 18:34:29 IST 2024","passed","Fri Dec 13 18:34:44 IST 2024","TestConfigureConditions","test_configure_conditions","",""
"This test case tests start job and verify in jobs ongoing tab","13202","Test to start job and verify in jobs ongoing tab","tests.scenarios.job","Fri Dec 13 21:12:10 IST 2024","passed","Fri Dec 13 21:12:23 IST 2024","TestJobExecution","test_job_execution","",""
"This testcase validates the least count error message in should be parameter with linked parameter value","0","Test to validate least count error message in should be parameter with linked parameter value","tests.scenarios.job","Fri Dec 13 21:21:46 IST 2024","skipped","Fri Dec 13 21:21:46 IST 2024","TestLeastCount","test_least_count_execution","",""
"This testcase test adding multiple filters in resource parameter and publish the prototype","12772","Test to add multiple filters in resource parameter","tests.scenarios","Fri Dec 13 19:08:17 IST 2024","passed","Fri Dec 13 19:08:30 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case tests starting the assigned job","10836","Test to start the job","tests.scenarios.job","Fri Dec 13 20:54:13 IST 2024","passed","Fri Dec 13 20:54:24 IST 2024","TestJobExecution","test_job_execution","",""
"This testcase test archive user group","1243","Test to archive user group","tests.scenarios.user_and_access","Fri Dec 13 23:09:00 IST 2024","passed","Fri Dec 13 23:09:01 IST 2024","TestUserGroups","test_user_groups","",""
"This testcase verifies that user can save single select dropdown with parameterized load options at Set Property action on task start trigger","13076","Test to verify user can save single select dropdown with parameterized load options at Set Property action on task start trigger","tests.scenarios","Fri Dec 13 19:40:52 IST 2024","passed","Fri Dec 13 19:41:05 IST 2024","TestSingleSelectDropdownOptions","test_single_select_load_options","",""
"This test case tests the error when user start the job by executing the task having task executor lock configured","10035","Test to validate the error when user start the job by executing the task having task executor lock configured","tests.scenarios.job","Fri Dec 13 22:56:45 IST 2024","passed","Fri Dec 13 22:56:55 IST 2024","TestTaskExecutorLockExecution","test_task_executor_lock_execution","",""
"This test case tests hiding the all the parameters under task and publish the prototype","7704","Test to hide the parameters under task and publish prototype","tests.scenarios","Fri Dec 13 19:09:37 IST 2024","passed","Fri Dec 13 19:09:44 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This testcase tests adding branching rules to show hidden parameters in single select dropdown parameter","8474","Test to add branching rule in single select dropdown parameter to show hidden parameters","tests.scenarios","Fri Dec 13 19:14:51 IST 2024","passed","Fri Dec 13 19:15:00 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case tests recalling a prototype being Reviewed","2859","Test to recall a prototype which is being reviewed","tests.scenarios","Fri Dec 13 19:31:06 IST 2024","passed","Fri Dec 13 19:31:09 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test is to verify that user can create a job for process having bulk verification with branching rules","14924","Test to verify that user can create a job for process having bulk verification with branching rules","tests.scenarios.job","Fri Dec 13 20:14:57 IST 2024","passed","Fri Dec 13 20:15:12 IST 2024","TestBulkVerificationExecution","test_bulk_verification_execution","",""
"This testcase verifies that user can save single select dropdown with parameterized load options at Set Property action during process revision when removing the task action","26546","Test to verify user can save single select dropdown with parameterized load options at Set Property action during process revision when removing the task action","tests.scenarios","Fri Dec 13 19:45:40 IST 2024","passed","Fri Dec 13 19:46:07 IST 2024","TestSingleSelectDropdownOptions","test_single_select_load_options","",""
"This test case tests hiding the parameters those are mapped to task","7568","Test to hide the parameters mapped to task and publish prototype","tests.scenarios","Fri Dec 13 19:09:13 IST 2024","passed","Fri Dec 13 19:09:21 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This testcase tests that user can complete the task with 'Stop' action","13564","Test to verify that user can successfully complete the task with 'Stop' action","tests.scenarios.job","Fri Dec 13 21:14:36 IST 2024","passed","Fri Dec 13 21:14:50 IST 2024","TestJobExecution","test_job_execution","",""
"This test is to validate the audit logs for number parameter execution","1291","Test to validate audit logs for number parameter execution","tests.scenarios.job_audits","Fri Dec 13 23:04:51 IST 2024","failed","Fri Dec 13 23:04:52 IST 2024","TestJobActionAuditLogs","test_audits_of_parameter_execution","",""
"This test case tests adding the parameters to create job form with recurrence and submit it for review","0","Test to create a prototype with Parameters mapped to create job form with recurrence","tests.scenarios","Fri Dec 13 19:36:22 IST 2024","skipped","Fri Dec 13 19:36:22 IST 2024","TestRecurrence","test_recurrence_task_action","",""
"This test case tests if solo task lock is removed after revising the process","13119","Test to verify if solo task lock is removed after revising the process","tests.scenarios","Fri Dec 13 19:48:14 IST 2024","passed","Fri Dec 13 19:48:27 IST 2024","TestSoloTaskLock","test_solo_task_lock","",""
"This test case is to Verify the validation of user while registering the user with secret key.","430","This test case is to Verify the validation of user while registering the user with secret key.","tests.scenarios.user_and_access","Fri Dec 13 23:09:05 IST 2024","passed","Fri Dec 13 23:09:05 IST 2024","","test_users_and_access","",""
"This test is to verify the execution of a job with scheduling at job level","22612","Test to verify the execution of a job with scheduling at job level","tests.scenarios.job","Fri Dec 13 21:53:03 IST 2024","passed","Fri Dec 13 21:53:26 IST 2024","TestSingleSelectDropdownOptions","test_scheduling_execution","",""
"This testcase tests executing all parameters and completing the job of process having cjf parameters","20041","Test to verify that user can complete the job of process having cjf parameters","tests.scenarios.job","Fri Dec 13 20:58:25 IST 2024","passed","Fri Dec 13 20:58:45 IST 2024","TestJobExecution","test_job_execution","",""
"This test case assigns trained users to published prototype","148478","Test to assign trained users to published prototype","tests.scenarios","Fri Dec 13 19:24:18 IST 2024","passed","Fri Dec 13 19:26:46 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This testcase tests that user can complete the task with 'Stop' action","11926","Test to verify that user can successfully complete the task with 'Stop' action","tests.scenarios.job","Fri Dec 13 21:14:24 IST 2024","passed","Fri Dec 13 21:14:36 IST 2024","TestJobExecution","test_job_execution","",""
"These test case test adding linked parameters with task action scheduling condition and publish it","12499","Test to add linked parameters with task action scheduling condition","tests.scenarios","Fri Dec 13 19:40:01 IST 2024","passed","Fri Dec 13 19:40:13 IST 2024","TestSchedulingTask","test_scheduling_task_actions","",""
"This testcase tests completing the job by skipping the optional parameters with peer verification enabled","12090","Test to verify that user can complete the job by skipping the optional parameters with peer verification enabled","tests.scenarios.job","Fri Dec 13 21:36:18 IST 2024","passed","Fri Dec 13 21:36:31 IST 2024","TestParameterVerification","test_parameter_verification","",""
"This testcase tests modifying the parameter value after self verification is done by user","13134","Test to verify that user has the ability to modify the parameter after self verification is done by user","tests.scenarios.job","Fri Dec 13 21:30:13 IST 2024","passed","Fri Dec 13 21:30:26 IST 2024","TestParameterVerification","test_parameter_verification","",""
"This testcase verifies that user can execute the job for the process with single select dropdown parameter mapping with load options","19084","Test to verify that user can execute the job for the process with single select dropdown parameter mapping with load options","tests.scenarios.job","Fri Dec 13 21:59:08 IST 2024","passed","Fri Dec 13 21:59:27 IST 2024","TestSingleSelectDropdownOptions","test_single_select_dropdown_load_option_execution","",""
"This testcase tests that the set property task actions added on task does not get triggered atcompletion of the task when optional parameters are not executed","25285","Test to verify that the Set Property Task Actions does not get triggered with optional parameters","tests.scenarios.job","Fri Dec 13 22:18:43 IST 2024","failed","Fri Dec 13 22:19:08 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"This test case tests publishing the recalled prototype","8518","Test to publish the recalled prototype","tests.scenarios","Fri Dec 13 19:32:16 IST 2024","passed","Fri Dec 13 19:32:25 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This testcase test update of user group by changing group name","1341","Test to update user group by changing group name","tests.scenarios.user_and_access","Fri Dec 13 23:08:57 IST 2024","passed","Fri Dec 13 23:08:58 IST 2024","TestUserGroups","test_user_groups","",""
"This test case tests removing a parameter mapped to task in global prototype and then map it to create job form","11984","Test to remove a parameter mapped to task and then map to create job form in global prototype","tests.scenarios","Fri Dec 13 18:48:41 IST 2024","passed","Fri Dec 13 18:48:53 IST 2024","","test_global_prototype","",""
"This test case tests hiding the parameters those are mapped to cjf","7839","Test to hide the parameters mapped to cjf and publish prototype","tests.scenarios","Fri Dec 13 19:09:21 IST 2024","passed","Fri Dec 13 19:09:29 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This testcase tests executing the parameters and completing the job with recalled global prototype","15502","Test to complete the job with recalled global prototype","tests.scenarios.job","Fri Dec 13 21:06:52 IST 2024","passed","Fri Dec 13 21:07:07 IST 2024","TestJobExecution","test_job_execution","",""
"This testcase tests if branching rules added on single select resource parameter mapped to cjf to hide the parameters works as expected during job execution","21434","Test to verify that branching rules added on cjf parameters to hide parameters works as expected","tests.scenarios.job","Fri Dec 13 20:07:33 IST 2024","passed","Fri Dec 13 20:07:54 IST 2024","TestBranchingRuleExecution","test_branching_rule_execution","",""
"These testcase test adding Create Object action type with single select dropdown mapping with load options","13190","Test to add Create Object action type with single select dropdown mapping with load options","tests.scenarios","Fri Dec 13 19:59:18 IST 2024","passed","Fri Dec 13 19:59:31 IST 2024","TestTaskActions","test_task_actions","",""
"This testcase tests initiating correction when Should be parameter is approved after deviation, then the parameter is eligible for correction","0","Test to verify that user can initiate correction when Should be parameter is approved after deviation, then the parameter is eligible for correction","tests.scenarios.job","Fri Dec 13 20:20:12 IST 2024","skipped","Fri Dec 13 20:20:12 IST 2024","TestCorrectionExecution","test_correction_execution","",""
"This test case tests recalling prototype with cjf parameters","11396","Test to recall prototype with cjf parameters","tests.scenarios","Fri Dec 13 19:31:43 IST 2024","passed","Fri Dec 13 19:31:54 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This testcase verifies that user can select 'parameterized is equal to' for single select property in single resource parameter filters","12465","Test to verify user can select 'parameterized is equal to' for single select property in single resource parameter filters","tests.scenarios","Fri Dec 13 19:44:51 IST 2024","passed","Fri Dec 13 19:45:03 IST 2024","TestSingleSelectDropdownOptions","test_single_select_load_options","",""
"This testcase validates the error message when the least count is breached in number parameterin global prototype","10435","Test to validate least count error message in number parameter with constant value in globalprototype","tests.scenarios.job","Fri Dec 13 21:25:25 IST 2024","passed","Fri Dec 13 21:25:35 IST 2024","TestLeastCount","test_least_count_execution","",""
"This testcase tests if branching rules added on single select resource parameter to hide the parameters works as expected during execution","21528","Test to verify that branching rules added to hide parameters works as expected","tests.scenarios.job","Fri Dec 13 20:07:11 IST 2024","passed","Fri Dec 13 20:07:33 IST 2024","TestBranchingRuleExecution","test_branching_rule_execution","",""
"This testcase verifies that user can link a single-select dropdown process parameter load options with a resource process parameter and branching rules","12866","Test to verify user can link a single-select dropdown process parameter load options with a resource process parameter and branching rules","tests.scenarios","Fri Dec 13 19:44:12 IST 2024","passed","Fri Dec 13 19:44:25 IST 2024","TestSingleSelectDropdownOptions","test_single_select_load_options","",""
"This test case is to verify that user is able to create a new object types","431","Test to create a new object types ","tests.scenarios.ontology","Fri Dec 13 23:08:12 IST 2024","passed","Fri Dec 13 23:08:13 IST 2024","","test_object_types","",""
"These Testcases test that user can configure task dependency using task having optional parameters","6887","Test to validate that user can configure task dependency using task having optional parameters","tests.scenarios","Fri Dec 13 18:44:06 IST 2024","passed","Fri Dec 13 18:44:13 IST 2024","TestDependencies","test_dependency","",""
"This test case tests adding new Stage and task in global checklist and publish it","7529","Test to add new Stage and task in global prototype","tests.scenarios","Fri Dec 13 18:48:53 IST 2024","passed","Fri Dec 13 18:49:00 IST 2024","","test_global_prototype","",""
"These Testcases test that user can not configure cyclic dependency","1855","Test to validate that user can not configure cyclic dependency","tests.scenarios","Fri Dec 13 18:43:24 IST 2024","passed","Fri Dec 13 18:43:25 IST 2024","TestDependencies","test_dependency","",""
"This testcase tests completing the job with exception","162615","Test to verify that user can complete the job with exception","tests.scenarios.job","Fri Dec 13 21:00:15 IST 2024","passed","Fri Dec 13 21:02:57 IST 2024","TestJobExecution","test_job_execution","",""
"This test case tests adding Create Object action type single select dropdown mapping with loadoptions after process revision when removing the task action","26426","Test to add Create Object action type single select dropdown mapping with load options after processrevision when removing the task action ","tests.scenarios","Fri Dec 13 20:02:09 IST 2024","passed","Fri Dec 13 20:02:35 IST 2024","TestTaskActions","test_task_actions","",""
"This test case tests unarchiving the recalled prototype","11911","Test to unarchive the recalled prototype","tests.scenarios","Fri Dec 13 19:32:42 IST 2024","passed","Fri Dec 13 19:32:54 IST 2024","TestPrototypeAndParameter","test_prototype_and_parameter","",""
"This test case tests revising recalled global process","10359","Test to revise recalled global process","tests.scenarios","Fri Dec 13 18:51:39 IST 2024","passed","Fri Dec 13 18:51:49 IST 2024","","test_global_prototype","",""
"This testcase tests validating error message when user tries to initiate correction for auto initialized parameter","0","Test to verify that user cannot initiate correction for auto initialized parameter","tests.scenarios.job","Fri Dec 13 20:19:26 IST 2024","skipped","Fri Dec 13 20:19:26 IST 2024","TestCorrectionExecution","test_correction_execution","",""
"This test is to verify that color code details is retained in job details api","7599","Test to verify that color code details is retained in job details api","tests.scenarios.job","Fri Dec 13 20:16:12 IST 2024","passed","Fri Dec 13 20:16:20 IST 2024","TestColorCodeExecution","test_color_code_execution","",""
"This testcase tests that user can request peer verification from different user after recalling the parameter","20594","Test to verify that user can request peer verification from different user after recalling the parameter verification","tests.scenarios.job","Fri Dec 13 21:39:10 IST 2024","passed","Fri Dec 13 21:39:30 IST 2024","TestParameterVerification","test_parameter_verification","",""
"This test case tests that the user gets expected error message when trying to complete task having interlocks with number property and task completed trigger","35875","Test to verify that user gets expected error message when trying to complete task having interlocks with number property and task completed trigger","tests.scenarios.job","Fri Dec 13 20:35:47 IST 2024","passed","Fri Dec 13 20:36:23 IST 2024","TestInterlocksExecution","test_interlocks_execution","",""
"This testcase tests that if the Create Object Task Actions gets triggered with single line mapping at the completion start of the during job execution","21747","Test to verify that the Create Object Task Actions works as expected at with single line mapping during execution","tests.scenarios.job","Fri Dec 13 22:45:11 IST 2024","passed","Fri Dec 13 22:45:32 IST 2024","TestTaskAutomationActions","test_task_automation_actions","",""
"These testcase test adding Archive Object action type at completion of task in global prototype","154078","Test to add Archive Object action type at completion of task in global prototype","tests.scenarios","Fri Dec 13 18:56:10 IST 2024","passed","Fri Dec 13 18:58:44 IST 2024","","test_global_prototype","",""
"This test case is to validate property values of object in audit logs","6656","This test case is to validate property values of object in audit logs","tests.scenarios.ontology","Fri Dec 13 23:07:11 IST 2024","passed","Fri Dec 13 23:07:18 IST 2024","","test_object","",""
"This test case tests that user can complete the task on which task executor lock is configured when cannot be  executor task is hidden due to branching rules","13167","Test to verify that user can complete the task on which task executor lock is configured when cannot be  executor task is hidden due to branching rules","tests.scenarios.job","Fri Dec 13 23:00:39 IST 2024","passed","Fri Dec 13 23:00:52 IST 2024","TestTaskExecutorLockExecution","test_task_executor_lock_execution","",""
"This test case tests adding parameters to checklist with recurrence and both verification enabled and publish it","0","Test to create a new process with the Parameters mapped to the task with recurrence and both verification enabled and publish it","tests.scenarios","Fri Dec 13 19:36:22 IST 2024","skipped","Fri Dec 13 19:36:22 IST 2024","TestRecurrence","test_recurrence_task_action","",""
"This test case verify that if user can complete the job having completed repeated task","0","Test to complete the job having repeated task","tests.scenarios.job","Fri Dec 13 21:53:02 IST 2024","skipped","Fri Dec 13 21:53:02 IST 2024","TestRepeatTask","test_repeat_task","",""
"These Testcases test that user can configure recurrence on task that is part of task dependency","6978","Test to validate that user can configure recurrence on task that is part of task dependency","tests.scenarios","Fri Dec 13 18:43:59 IST 2024","passed","Fri Dec 13 18:44:06 IST 2024","TestDependencies","test_dependency","",""
"This test case verifies that User should be create solo task lock on task and publish it with task action scheduling condition at start task","6990","Test to verify that User should be create solo task lock on task and publish it with task action scheduling condition at start task","tests.scenarios","Fri Dec 13 19:47:32 IST 2024","passed","Fri Dec 13 19:47:39 IST 2024","TestSoloTaskLock","test_solo_task_lock","",""
"This test is to validate the audit logs for all parameter execution","1241","Test to validate audit logs for all parameter execution","tests.scenarios.job_audits","Fri Dec 13 23:05:04 IST 2024","failed","Fri Dec 13 23:05:05 IST 2024","TestJobActionAuditLogs","test_audits_of_parameter_execution","",""
